Gene ID	Gene Type
ENSG00000162510.6	protein_coding
ENSG00000186056.10	lncRNA
ENSG00000287510.1	lncRNA
ENSG00000162511.8	protein_coding
ENSG00000264773.1	miRNA
ENSG00000229607.1	lncRNA
ENSG00000223382.5	lncRNA
ENSG00000222784.1	misc_RNA
ENSG00000235143.1	lncRNA
ENSG00000162512.16	protein_coding
ENSG00000266210.2	misc_RNA
ENSG00000134644.15	protein_coding
ENSG00000084628.10	protein_coding
ENSG00000060688.13	protein_coding
ENSG00000121766.15	protein_coding
ENSG00000229044.1	lncRNA
ENSG00000121769.7	protein_coding
ENSG00000168528.12	protein_coding
ENSG00000206981.1	snRNA
ENSG00000265961.1	misc_RNA
ENSG00000284543.1	lncRNA
ENSG00000229167.2	lncRNA
ENSG00000142910.16	protein_coding
ENSG00000121764.11	protein_coding
ENSG00000162517.13	protein_coding
ENSG00000235790.7	lncRNA
ENSG00000264078.1	lncRNA
ENSG00000084636.18	protein_coding
ENSG00000121753.12	protein_coding
ENSG00000266580.1	miRNA
ENSG00000254545.1	lncRNA
ENSG00000134668.12	protein_coding
ENSG00000203620.2	lncRNA
ENSG00000269967.1	lncRNA
ENSG00000184007.21	protein_coding
ENSG00000228634.1	lncRNA
ENSG00000284702.1	lncRNA
ENSG00000121774.18	protein_coding
ENSG00000203325.3	lncRNA
ENSG00000121775.18	protein_coding
ENSG00000266203.1	miRNA
ENSG00000276493.1	misc_RNA
ENSG00000025800.14	protein_coding
ENSG00000250135.1	lncRNA
ENSG00000084652.16	protein_coding
ENSG00000160050.14	protein_coding
ENSG00000224066.1	lncRNA
ENSG00000160051.11	protein_coding
ENSG00000222046.2	protein_coding
ENSG00000160055.19	protein_coding
ENSG00000084623.11	protein_coding
ENSG00000183615.6	protein_coding
ENSG00000182866.17	protein_coding
ENSG00000277617.1	misc_RNA
ENSG00000252450.1	misc_RNA
ENSG00000116478.12	protein_coding
ENSG00000175130.7	protein_coding
ENSG00000233775.1	lncRNA
ENSG00000162526.7	protein_coding
ENSG00000225828.1	protein_coding
ENSG00000160058.18	protein_coding
ENSG00000263529.2	misc_RNA
ENSG00000254553.1	protein_coding
ENSG00000273274.2	protein_coding
ENSG00000160062.15	protein_coding
ENSG00000176261.15	protein_coding
ENSG00000200591.1	misc_RNA
ENSG00000162521.19	protein_coding
ENSG00000162520.14	protein_coding
ENSG00000224409.1	lncRNA
ENSG00000162522.11	protein_coding
ENSG00000134684.10	protein_coding
ENSG00000116497.18	protein_coding
ENSG00000160097.18	protein_coding
ENSG00000121905.10	protein_coding
ENSG00000121900.19	protein_coding
ENSG00000287691.1	lncRNA
ENSG00000116514.16	protein_coding
ENSG00000278966.2	TEC
ENSG00000236065.2	lncRNA
ENSG00000004455.16	protein_coding
ENSG00000276645.1	misc_RNA
ENSG00000142920.17	protein_coding
ENSG00000278997.1	TEC
ENSG00000116525.14	protein_coding
ENSG00000279179.1	TEC
ENSG00000284721.1	lncRNA
ENSG00000160094.15	protein_coding
ENSG00000270115.1	lncRNA
ENSG00000184389.9	protein_coding
ENSG00000225313.5	lncRNA
ENSG00000134686.18	protein_coding
ENSG00000284154.1	miRNA
ENSG00000222112.1	misc_RNA
ENSG00000233246.1	lncRNA
ENSG00000121903.14	protein_coding
ENSG00000121904.17	protein_coding
ENSG00000176256.10	protein_coding
ENSG00000231163.6	lncRNA
ENSG00000142698.15	protein_coding
ENSG00000287703.1	lncRNA
ENSG00000207941.1	miRNA
ENSG00000163866.9	protein_coding
ENSG00000189280.3	protein_coding
ENSG00000189433.7	protein_coding
ENSG00000255811.1	lncRNA
ENSG00000188910.8	protein_coding
ENSG00000187513.9	protein_coding
ENSG00000230163.1	lncRNA
ENSG00000116544.12	protein_coding
ENSG00000284773.1	protein_coding
ENSG00000271741.1	protein_coding
ENSG00000243749.1	protein_coding
ENSG00000163867.17	protein_coding
ENSG00000197056.11	protein_coding
ENSG00000284640.1	lncRNA
ENSG00000116560.11	protein_coding
ENSG00000201868.1	misc_RNA
ENSG00000146463.11	protein_coding
ENSG00000240374.3	misc_RNA
ENSG00000201542.1	snoRNA
ENSG00000227409.1	lncRNA
ENSG00000278702.1	misc_RNA
ENSG00000142687.18	protein_coding
ENSG00000020129.16	protein_coding
ENSG00000239636.1	lncRNA
ENSG00000116819.8	protein_coding
ENSG00000126067.12	protein_coding
ENSG00000142686.8	protein_coding
ENSG00000092853.14	protein_coding
ENSG00000232335.1	lncRNA
ENSG00000134698.11	protein_coding
ENSG00000092847.12	protein_coding
ENSG00000286899.1	lncRNA
ENSG00000271914.1	lncRNA
ENSG00000126070.20	protein_coding
ENSG00000271554.1	lncRNA
ENSG00000092850.12	protein_coding
ENSG00000116863.11	protein_coding
ENSG00000171812.13	protein_coding
ENSG00000054116.12	protein_coding
ENSG00000116871.15	protein_coding
ENSG00000264592.2	misc_RNA
ENSG00000054118.15	protein_coding
ENSG00000214193.10	protein_coding
ENSG00000142694.6	protein_coding
ENSG00000116883.8	lncRNA
ENSG00000286379.1	lncRNA
ENSG00000196182.10	protein_coding
ENSG00000181817.6	protein_coding
ENSG00000222821.1	snRNA
ENSG00000116885.18	protein_coding
ENSG00000201448.1	snoRNA
ENSG00000116898.12	protein_coding
ENSG00000119535.17	protein_coding
ENSG00000284705.1	lncRNA
ENSG00000284720.1	lncRNA
ENSG00000234481.2	lncRNA
ENSG00000163873.10	protein_coding
ENSG00000284650.1	lncRNA
ENSG00000223944.2	lncRNA
ENSG00000264698.1	miRNA
ENSG00000207328.1	snRNA
ENSG00000233621.2	lncRNA
ENSG00000163874.11	protein_coding
ENSG00000283724.1	miRNA
ENSG00000163875.15	protein_coding
ENSG00000263675.1	miRNA
ENSG00000163877.11	protein_coding
ENSG00000163879.11	protein_coding
ENSG00000134697.13	protein_coding
ENSG00000284748.1	lncRNA
ENSG00000169218.14	protein_coding
ENSG00000116922.14	protein_coding
ENSG00000134690.11	protein_coding
ENSG00000183317.17	protein_coding
ENSG00000200421.1	misc_RNA
ENSG00000185090.14	protein_coding
ENSG00000233728.1	lncRNA
ENSG00000196449.4	protein_coding
ENSG00000197982.14	protein_coding
ENSG00000188786.10	protein_coding
ENSG00000230955.1	lncRNA
ENSG00000204084.13	protein_coding
ENSG00000252448.1	snoRNA
ENSG00000222282.1	snRNA
ENSG00000277168.1	misc_RNA
ENSG00000183431.12	protein_coding
ENSG00000212541.1	snRNA
ENSG00000183386.10	protein_coding
ENSG00000183520.12	protein_coding
ENSG00000185668.7	protein_coding
ENSG00000224592.5	lncRNA
ENSG00000265596.1	miRNA
ENSG00000284623.1	lncRNA
ENSG00000286552.1	lncRNA
ENSG00000287987.1	lncRNA
ENSG00000237290.2	lncRNA
ENSG00000200796.1	snRNA
ENSG00000238063.3	lncRNA
ENSG00000284632.1	lncRNA
ENSG00000116954.8	protein_coding
ENSG00000273637.1	lncRNA
ENSG00000228436.3	lncRNA
ENSG00000214114.9	protein_coding
ENSG00000274944.4	protein_coding
ENSG00000131233.9	protein_coding
ENSG00000158315.11	protein_coding
ENSG00000199963.1	snRNA
ENSG00000207466.1	misc_RNA
ENSG00000174574.16	protein_coding
ENSG00000168653.11	protein_coding
ENSG00000127603.26	protein_coding
ENSG00000206654.1	snRNA
ENSG00000270040.1	lncRNA
ENSG00000287422.1	lncRNA
ENSG00000226438.1	lncRNA
ENSG00000183682.8	protein_coding
ENSG00000090621.14	protein_coding
ENSG00000228060.3	lncRNA
ENSG00000201457.1	snoRNA
ENSG00000163909.8	protein_coding
ENSG00000225903.1	lncRNA
ENSG00000116981.3	protein_coding
ENSG00000116983.13	protein_coding
ENSG00000084072.16	protein_coding
ENSG00000252413.1	snRNA
ENSG00000116985.12	protein_coding
ENSG00000198754.5	protein_coding
ENSG00000285905.1	lncRNA
ENSG00000261798.1	lncRNA
ENSG00000284719.1	lncRNA
ENSG00000284678.1	lncRNA
ENSG00000043514.16	protein_coding
ENSG00000202222.1	misc_RNA
ENSG00000116990.11	protein_coding
ENSG00000236546.1	lncRNA
ENSG00000207356.1	misc_RNA
ENSG00000168389.17	protein_coding
ENSG00000131236.17	protein_coding
ENSG00000131238.17	protein_coding
ENSG00000117000.9	protein_coding
ENSG00000207508.1	snRNA
ENSG00000188800.6	protein_coding
ENSG00000259943.1	lncRNA
ENSG00000084073.9	protein_coding
ENSG00000049089.15	protein_coding
ENSG00000084070.12	protein_coding
ENSG00000284677.1	lncRNA
ENSG00000187801.15	protein_coding
ENSG00000260920.2	lncRNA
ENSG00000279667.1	TEC
ENSG00000187815.10	protein_coding
ENSG00000238287.1	lncRNA
ENSG00000164002.11	protein_coding
ENSG00000227278.1	lncRNA
ENSG00000238186.1	lncRNA
ENSG00000117010.17	protein_coding
ENSG00000286838.1	lncRNA
ENSG00000117016.10	protein_coding
ENSG00000287743.1	lncRNA
ENSG00000237899.1	lncRNA
ENSG00000272145.1	lncRNA
ENSG00000066136.20	protein_coding
ENSG00000198974.3	miRNA
ENSG00000207962.1	miRNA
ENSG00000117013.17	protein_coding
ENSG00000264582.2	misc_RNA
ENSG00000179862.6	protein_coding
ENSG00000229528.1	lncRNA
ENSG00000286668.1	lncRNA
ENSG00000171793.16	protein_coding
ENSG00000281207.1	lncRNA
ENSG00000171790.15	protein_coding
ENSG00000010803.16	protein_coding
ENSG00000287400.1	lncRNA
ENSG00000235358.2	lncRNA
ENSG00000204060.7	protein_coding
ENSG00000229901.1	lncRNA
ENSG00000127129.10	protein_coding
ENSG00000127124.16	protein_coding
ENSG00000230881.1	lncRNA
ENSG00000284895.1	protein_coding
ENSG00000287587.1	lncRNA
ENSG00000044012.4	protein_coding
ENSG00000197273.4	protein_coding
ENSG00000198815.9	protein_coding
ENSG00000227527.2	lncRNA
ENSG00000177181.15	protein_coding
ENSG00000066185.13	protein_coding
ENSG00000127125.9	protein_coding
ENSG00000186409.17	protein_coding
ENSG00000200254.1	snRNA
ENSG00000171960.11	protein_coding
ENSG00000285728.2	lncRNA
ENSG00000234917.2	lncRNA
ENSG00000065978.19	protein_coding
ENSG00000164007.10	protein_coding
ENSG00000117385.15	protein_coding
ENSG00000164008.16	protein_coding
ENSG00000283580.3	protein_coding
ENSG00000228452.1	lncRNA
ENSG00000274386.5	protein_coding
ENSG00000177868.12	protein_coding
ENSG00000164010.15	protein_coding
ENSG00000228192.8	lncRNA
ENSG00000164011.18	protein_coding
ENSG00000117394.22	protein_coding
ENSG00000227533.6	lncRNA
ENSG00000283973.2	lncRNA
ENSG00000207256.1	snRNA
ENSG00000283136.1	snRNA
ENSG00000186973.11	protein_coding
ENSG00000117395.12	protein_coding
ENSG00000284410.1	miRNA
ENSG00000243710.7	protein_coding
ENSG00000179178.11	protein_coding
ENSG00000253313.5	protein_coding
ENSG00000066056.14	protein_coding
ENSG00000117400.17	protein_coding
ENSG00000287113.1	lncRNA
ENSG00000234694.1	lncRNA
ENSG00000117399.14	protein_coding
ENSG00000066322.15	protein_coding
ENSG00000283836.1	miRNA
ENSG00000159479.17	protein_coding
ENSG00000229431.1	lncRNA
ENSG00000198198.16	protein_coding
ENSG00000229372.1	lncRNA
ENSG00000274975.1	miRNA
ENSG00000178922.16	protein_coding
ENSG00000229348.1	lncRNA
ENSG00000142949.17	protein_coding
ENSG00000066135.13	protein_coding
ENSG00000284989.1	protein_coding
ENSG00000236200.6	lncRNA
ENSG00000126091.20	protein_coding
ENSG00000229444.1	lncRNA
ENSG00000283414.1	snRNA
ENSG00000283477.1	miRNA
ENSG00000117407.17	protein_coding
ENSG00000237950.2	lncRNA
ENSG00000117408.11	protein_coding
ENSG00000285649.1	lncRNA
ENSG00000132768.14	protein_coding
ENSG00000117410.14	protein_coding
ENSG00000117411.16	protein_coding
ENSG00000159214.13	protein_coding
ENSG00000196517.11	protein_coding
ENSG00000230615.7	lncRNA
ENSG00000239560.3	misc_RNA
ENSG00000171872.4	protein_coding
ENSG00000283039.1	protein_coding
ENSG00000200171.1	misc_RNA
ENSG00000178028.14	protein_coding
ENSG00000117419.15	protein_coding
ENSG00000233602.1	lncRNA
ENSG00000199385.1	snRNA
ENSG00000187147.18	protein_coding
ENSG00000263381.1	miRNA
ENSG00000126106.14	protein_coding
ENSG00000198520.12	protein_coding
ENSG00000199377.1	snRNA
ENSG00000200169.1	snRNA
ENSG00000142945.13	protein_coding
ENSG00000225721.5	lncRNA
ENSG00000142937.12	protein_coding
ENSG00000264294.1	snoRNA
ENSG00000200913.1	snoRNA
ENSG00000202031.1	snoRNA
ENSG00000207421.1	snoRNA
ENSG00000281859.1	snoRNA
ENSG00000142959.5	protein_coding
ENSG00000173846.13	protein_coding
ENSG00000188396.3	protein_coding
ENSG00000222009.8	protein_coding
ENSG00000117425.14	protein_coding
ENSG00000202444.1	snRNA
ENSG00000070785.16	protein_coding
ENSG00000126107.15	protein_coding
ENSG00000126088.14	protein_coding
ENSG00000162415.7	protein_coding
ENSG00000281912.1	lncRNA
ENSG00000186603.5	protein_coding
ENSG00000132781.17	protein_coding
ENSG00000132773.12	protein_coding
ENSG00000070759.17	protein_coding
ENSG00000280670.3	protein_coding
ENSG00000132763.15	protein_coding
ENSG00000117450.14	protein_coding
ENSG00000117448.13	protein_coding
ENSG00000132780.17	protein_coding
ENSG00000159588.15	protein_coding
ENSG00000159592.11	protein_coding
ENSG00000159596.7	protein_coding
ENSG00000197429.10	protein_coding
ENSG00000230896.1	lncRNA
ENSG00000086015.21	protein_coding
ENSG00000117461.15	protein_coding
ENSG00000278139.1	protein_coding
ENSG00000226957.1	lncRNA
ENSG00000227857.2	lncRNA
ENSG00000117472.10	protein_coding
ENSG00000250719.1	protein_coding
ENSG00000085998.14	protein_coding
ENSG00000171357.6	protein_coding
ENSG00000085999.13	protein_coding
ENSG00000132128.16	protein_coding
ENSG00000173660.12	protein_coding
ENSG00000117481.10	protein_coding
ENSG00000117480.16	protein_coding
ENSG00000224863.3	lncRNA
ENSG00000197587.10	protein_coding
ENSG00000282881.2	protein_coding
ENSG00000269956.2	lncRNA
ENSG00000162456.9	protein_coding
ENSG00000079277.21	protein_coding
ENSG00000142961.14	protein_coding
ENSG00000123472.12	protein_coding
ENSG00000186118.8	protein_coding
ENSG00000228237.5	lncRNA
ENSG00000159658.11	protein_coding
ENSG00000142973.13	protein_coding
ENSG00000187048.13	protein_coding
ENSG00000186377.8	protein_coding
ENSG00000186160.5	protein_coding
ENSG00000225506.2	lncRNA
ENSG00000162365.12	protein_coding
ENSG00000224805.2	lncRNA
ENSG00000162366.8	protein_coding
ENSG00000162367.11	protein_coding
ENSG00000226252.1	lncRNA
ENSG00000123473.15	protein_coding
ENSG00000162368.13	protein_coding
ENSG00000225762.1	lncRNA
ENSG00000186790.6	protein_coding
ENSG00000237424.1	lncRNA
ENSG00000186564.5	protein_coding
ENSG00000227947.2	lncRNA
ENSG00000269113.4	protein_coding
ENSG00000223814.1	lncRNA
ENSG00000225028.1	lncRNA
ENSG00000226133.6	lncRNA
ENSG00000231413.1	lncRNA
ENSG00000279096.2	TEC
ENSG00000223720.2	lncRNA
ENSG00000117834.12	protein_coding
ENSG00000272491.1	lncRNA
ENSG00000279214.1	TEC
ENSG00000132122.12	protein_coding
ENSG00000206700.1	snRNA
ENSG00000223175.1	snRNA
ENSG00000186094.17	protein_coding
ENSG00000287661.1	lncRNA
ENSG00000162373.13	protein_coding
ENSG00000286597.1	lncRNA
ENSG00000229846.2	lncRNA
ENSG00000230114.1	lncRNA
ENSG00000225623.1	lncRNA
ENSG00000279324.1	TEC
ENSG00000162374.17	protein_coding
ENSG00000237337.1	lncRNA
ENSG00000233407.1	lncRNA
ENSG00000284696.2	lncRNA
ENSG00000284645.1	lncRNA
ENSG00000142700.12	protein_coding
ENSG00000284700.1	lncRNA
ENSG00000185104.20	protein_coding
ENSG00000225767.1	lncRNA
ENSG00000207194.1	snRNA
ENSG00000123080.12	protein_coding
ENSG00000265538.1	miRNA
ENSG00000275816.1	miRNA
ENSG00000204006.9	protein_coding
ENSG00000200262.1	misc_RNA
ENSG00000203356.2	lncRNA
ENSG00000123091.5	protein_coding
ENSG00000236434.2	lncRNA
ENSG00000085831.15	protein_coding
ENSG00000261664.5	lncRNA
ENSG00000085832.17	protein_coding
ENSG00000206595.1	snRNA
ENSG00000238140.1	lncRNA
ENSG00000227070.1	lncRNA
ENSG00000252032.1	snRNA
ENSG00000117859.19	protein_coding
ENSG00000212624.1	snoRNA
ENSG00000078618.21	protein_coding
ENSG00000266993.3	lncRNA
ENSG00000272175.1	lncRNA
ENSG00000283899.1	miRNA
ENSG00000169213.7	protein_coding
ENSG00000264613.2	misc_RNA
ENSG00000117862.12	protein_coding
ENSG00000285839.1	protein_coding
ENSG00000198841.3	protein_coding
ENSG00000223390.1	lncRNA
ENSG00000228369.2	lncRNA
ENSG00000134717.18	protein_coding
ENSG00000157077.14	protein_coding
ENSG00000241745.3	misc_RNA
ENSG00000154222.14	protein_coding
ENSG00000272100.1	lncRNA
ENSG00000287078.1	lncRNA
ENSG00000085840.13	protein_coding
ENSG00000134748.13	protein_coding
ENSG00000134744.14	protein_coding
ENSG00000272371.1	lncRNA
ENSG00000116157.6	protein_coding
ENSG00000182183.15	protein_coding
ENSG00000162377.6	protein_coding
ENSG00000239640.3	misc_RNA
ENSG00000162378.13	protein_coding
ENSG00000252018.1	snRNA
ENSG00000206627.1	snRNA
ENSG00000203995.9	protein_coding
ENSG00000242391.2	lncRNA
ENSG00000121310.17	protein_coding
ENSG00000116171.18	protein_coding
ENSG00000264834.1	miRNA
ENSG00000266188.1	miRNA
ENSG00000265815.1	miRNA
ENSG00000174348.13	protein_coding
ENSG00000232993.1	lncRNA
ENSG00000162383.12	protein_coding
ENSG00000235563.1	lncRNA
ENSG00000157184.7	protein_coding
ENSG00000236723.2	lncRNA
ENSG00000162384.14	protein_coding
ENSG00000259818.1	lncRNA
ENSG00000162385.11	protein_coding
ENSG00000226754.2	lncRNA
ENSG00000157193.17	protein_coding
ENSG00000234578.1	lncRNA
ENSG00000228838.1	lncRNA
ENSG00000232762.1	lncRNA
ENSG00000225675.2	lncRNA
ENSG00000285954.1	lncRNA
ENSG00000226938.1	lncRNA
ENSG00000230138.2	lncRNA
ENSG00000143006.7	protein_coding
ENSG00000174332.5	protein_coding
ENSG00000239007.1	snRNA
ENSG00000058804.12	protein_coding
ENSG00000201003.1	snoRNA
ENSG00000058799.15	protein_coding
ENSG00000211452.10	protein_coding
ENSG00000081870.11	protein_coding
ENSG00000116212.15	protein_coding
ENSG00000203985.11	protein_coding
ENSG00000116209.11	protein_coding
ENSG00000280378.1	TEC
ENSG00000116205.14	protein_coding
ENSG00000283749.1	miRNA
ENSG00000256407.2	protein_coding
ENSG00000157211.11	protein_coding
ENSG00000280425.2	lncRNA
ENSG00000215883.10	protein_coding
ENSG00000116221.15	protein_coding
ENSG00000157216.15	protein_coding
ENSG00000198711.5	lncRNA
ENSG00000225632.1	lncRNA
ENSG00000232245.1	lncRNA
ENSG00000287582.1	lncRNA
ENSG00000235741.1	lncRNA
ENSG00000162390.17	protein_coding
ENSG00000162391.12	protein_coding
ENSG00000230728.1	lncRNA
ENSG00000184313.20	protein_coding
ENSG00000271723.5	protein_coding
ENSG00000243725.7	protein_coding
ENSG00000162396.6	protein_coding
ENSG00000006555.11	protein_coding
ENSG00000237453.1	lncRNA
ENSG00000162398.11	protein_coding
ENSG00000116133.13	protein_coding
ENSG00000287724.1	lncRNA
ENSG00000242396.1	lncRNA
ENSG00000233203.6	lncRNA
ENSG00000284601.1	lncRNA
ENSG00000143001.5	protein_coding
ENSG00000233271.1	lncRNA
ENSG00000162399.9	protein_coding
ENSG00000169174.10	protein_coding
ENSG00000162402.14	protein_coding
ENSG00000231090.2	lncRNA
ENSG00000265822.1	miRNA
ENSG00000234810.4	lncRNA
ENSG00000199831.1	misc_RNA
ENSG00000252162.1	snRNA
ENSG00000272051.1	misc_RNA
ENSG00000233079.3	lncRNA
ENSG00000230250.3	lncRNA
ENSG00000235612.1	lncRNA
ENSG00000260971.4	lncRNA
ENSG00000284686.1	protein_coding
ENSG00000223956.3	lncRNA
ENSG00000162407.9	protein_coding
ENSG00000162409.11	protein_coding
ENSG00000187889.13	protein_coding
ENSG00000229913.1	lncRNA
ENSG00000157131.10	protein_coding
ENSG00000021852.13	protein_coding
ENSG00000236341.1	lncRNA
ENSG00000173406.15	protein_coding
ENSG00000227935.1	lncRNA
ENSG00000226759.8	lncRNA
ENSG00000235038.1	lncRNA
ENSG00000162600.12	protein_coding
ENSG00000286918.1	lncRNA
ENSG00000264128.2	misc_RNA
ENSG00000184292.6	protein_coding
ENSG00000162601.11	protein_coding
ENSG00000283445.1	lncRNA
ENSG00000177606.6	protein_coding
ENSG00000234807.7	lncRNA
ENSG00000272226.1	lncRNA
ENSG00000231740.1	lncRNA
ENSG00000232453.7	lncRNA
ENSG00000237352.4	lncRNA
ENSG00000241042.1	lncRNA
ENSG00000235215.2	lncRNA
ENSG00000224609.8	lncRNA
ENSG00000270457.1	lncRNA
ENSG00000172456.17	protein_coding
ENSG00000266150.1	miRNA
ENSG00000226883.1	lncRNA
ENSG00000134709.11	protein_coding
ENSG00000134716.11	protein_coding
ENSG00000265535.2	misc_RNA
ENSG00000162598.13	protein_coding
ENSG00000238242.2	lncRNA
ENSG00000226476.4	lncRNA
ENSG00000231252.3	lncRNA
ENSG00000162599.17	protein_coding
ENSG00000237928.6	lncRNA
ENSG00000237853.6	lncRNA
ENSG00000284808.1	lncRNA
ENSG00000287224.1	lncRNA
ENSG00000162604.12	protein_coding
ENSG00000271200.1	lncRNA
ENSG00000132849.20	protein_coding
ENSG00000200575.1	snRNA
ENSG00000212360.1	snRNA
ENSG00000242860.3	misc_RNA
ENSG00000263908.1	miRNA
ENSG00000283690.1	miRNA
ENSG00000240563.2	protein_coding
ENSG00000200174.1	misc_RNA
ENSG00000132854.19	protein_coding
ENSG00000201153.1	snRNA
ENSG00000162607.13	protein_coding
ENSG00000116641.17	protein_coding
ENSG00000132855.4	protein_coding
ENSG00000278967.1	TEC
ENSG00000235545.1	lncRNA
ENSG00000125703.15	protein_coding
ENSG00000234318.1	lncRNA
ENSG00000229537.7	lncRNA
ENSG00000286455.1	lncRNA
ENSG00000227485.1	lncRNA
ENSG00000229225.1	lncRNA
ENSG00000203605.3	lncRNA
ENSG00000224209.8	lncRNA
ENSG00000228734.2	lncRNA
ENSG00000230798.5	lncRNA
ENSG00000187140.5	protein_coding
ENSG00000275836.1	miRNA
ENSG00000252784.1	misc_RNA
ENSG00000088035.18	protein_coding
ENSG00000142856.16	protein_coding
ENSG00000286429.1	lncRNA
ENSG00000203965.13	protein_coding
ENSG00000264271.2	misc_RNA
ENSG00000251720.1	snRNA
ENSG00000116652.6	lncRNA
ENSG00000276884.1	misc_RNA
ENSG00000278287.1	misc_RNA
ENSG00000277565.1	misc_RNA
ENSG00000275823.1	misc_RNA
ENSG00000277689.1	misc_RNA
ENSG00000274199.1	misc_RNA
ENSG00000079739.17	protein_coding
ENSG00000244256.3	misc_RNA
ENSG00000185483.12	protein_coding
ENSG00000207190.1	snRNA
ENSG00000200508.1	misc_RNA
ENSG00000223949.7	lncRNA
ENSG00000284928.1	lncRNA
ENSG00000177414.13	protein_coding
ENSG00000238653.1	snRNA
ENSG00000158966.15	protein_coding
ENSG00000264470.1	miRNA
ENSG00000162437.14	protein_coding
ENSG00000162434.12	protein_coding
ENSG00000226891.9	lncRNA
ENSG00000272506.1	lncRNA
ENSG00000212257.1	snRNA
ENSG00000265996.1	miRNA
ENSG00000199135.1	miRNA
ENSG00000231485.1	lncRNA
ENSG00000162433.15	protein_coding
ENSG00000116675.16	protein_coding
ENSG00000229294.1	lncRNA
ENSG00000222624.1	snRNA
ENSG00000213625.9	protein_coding
ENSG00000116678.19	protein_coding
ENSG00000237852.1	lncRNA
